,time,type,y
418,2022/05/30,L2_WAN_CHAI_out,53.0
419,2022/05/31,L2_WAN_CHAI_out,714.0
420,2022/05/18,L2_WONG_TAI_SIN_in,313.0
421,2022/05/19,L2_WONG_TAI_SIN_in,258.0
422,2022/05/20,L2_WONG_TAI_SIN_in,258.0
423,2022/05/21,L2_WONG_TAI_SIN_in,242.0
424,2022/05/22,L2_WONG_TAI_SIN_in,246.0
425,2022/05/23,L2_WONG_TAI_SIN_in,261.0
426,2022/05/24,L2_WONG_TAI_SIN_in,298.0
427,2022/05/25,L2_WONG_TAI_SIN_in,325.0
428,2022/05/26,L2_WONG_TAI_SIN_in,274.0
429,2022/05/27,L2_WONG_TAI_SIN_in,265.0
430,2022/05/28,L2_WONG_TAI_SIN_in,260.0
431,2022/05/29,L2_WONG_TAI_SIN_in,267.0
432,2022/05/30,L2_WONG_TAI_SIN_in,242.0
433,2022/05/31,L2_WONG_TAI_SIN_in,271.0
434,2022/05/18,L2_WONG_TAI_SIN_out,38.0
435,2022/05/19,L2_WONG_TAI_SIN_out,20.0
436,2022/05/20,L2_WONG_TAI_SIN_out,37.0
437,2022/05/21,L2_WONG_TAI_SIN_out,36.0
438,2022/05/22,L2_WONG_TAI_SIN_out,33.0
439,2022/05/23,L2_WONG_TAI_SIN_out,27.0
440,2022/05/24,L2_WONG_TAI_SIN_out,33.0
441,2022/05/25,L2_WONG_TAI_SIN_out,25.0
442,2022/05/26,L2_WONG_TAI_SIN_out,25.0
443,2022/05/27,L2_WONG_TAI_SIN_out,20.0
444,2022/05/28,L2_WONG_TAI_SIN_out,39.0
445,2022/05/29,L2_WONG_TAI_SIN_out,40.0
446,2022/05/30,L2_WONG_TAI_SIN_out,30.0
447,2022/05/31,L2_WONG_TAI_SIN_out,20.0
448,2022/05/18,L2_YAU_TSIM_MONG_in,753.0
449,2022/05/19,L2_YAU_TSIM_MONG_in,739.0
450,2022/05/20,L2_YAU_TSIM_MONG_in,597.0
451,2022/05/21,L2_YAU_TSIM_MONG_in,423.0
452,2022/05/22,L2_YAU_TSIM_MONG_in,499.0
453,2022/05/23,L2_YAU_TSIM_MONG_in,615.0
454,2022/05/24,L2_YAU_TSIM_MONG_in,678.0
455,2022/05/25,L2_YAU_TSIM_MONG_in,875.0
456,2022/05/26,L2_YAU_TSIM_MONG_in,749.0
457,2022/05/27,L2_YAU_TSIM_MONG_in,926.0
458,2022/05/28,L2_YAU_TSIM_MONG_in,424.0
459,2022/05/29,L2_YAU_TSIM_MONG_in,479.0
460,2022/05/30,L2_YAU_TSIM_MONG_in,642.0
461,2022/05/31,L2_YAU_TSIM_MONG_in,739.0
462,2022/05/18,L2_YAU_TSIM_MONG_out,771.0
463,2022/05/19,L2_YAU_TSIM_MONG_out,1075.0
464,2022/05/20,L2_YAU_TSIM_MONG_out,715.0
465,2022/05/21,L2_YAU_TSIM_MONG_out,555.0
